ENS	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000233843	0	NA	NA	NA	NA	NA
ENSG00000233844	10.77037823	-0.213748572	0.240625647	-0.888303365	0.37437759	NA
ENSG00000233845	0	NA	NA	NA	NA	NA
ENSG00000233846	0	NA	NA	NA	NA	NA
ENSG00000233847	0	NA	NA	NA	NA	NA
ENSG00000233848	0	NA	NA	NA	NA	NA
ENSG00000233849	0	NA	NA	NA	NA	NA
ENSG00000233850	0	NA	NA	NA	NA	NA
ENSG00000233851	0	NA	NA	NA	NA	NA
ENSG00000233852	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000233854	2.173549511	0.004449138	0.127684773	0.034844706	0.972203572	NA
ENSG00000233858	0	NA	NA	NA	NA	NA
ENSG00000233859	0.406431717	0.035599077	0.066574226	0.534727612	0.592838225	NA
ENSG00000233860	0	NA	NA	NA	NA	NA
ENSG00000233861	0	NA	NA	NA	NA	NA
ENSG00000233862	0	NA	NA	NA	NA	NA
ENSG00000233864	0	NA	NA	NA	NA	NA
ENSG00000233866	0	NA	NA	NA	NA	NA
ENSG00000233867	0	NA	NA	NA	NA	NA
ENSG00000233868	0.56946472	0.001694407	0.069079364	0.024528412	0.980431121	NA
ENSG00000233869	0	NA	NA	NA	NA	NA
ENSG00000233870	0	NA	NA	NA	NA	NA
ENSG00000233871	20.46399796	0.186633851	0.278333103	0.670541338	0.502512764	NA
ENSG00000233872	0	NA	NA	NA	NA	NA
ENSG00000233873	2.835203184	-0.011969578	0.153939067	-0.077755295	0.938022708	NA
ENSG00000233874	0	NA	NA	NA	NA	NA
ENSG00000233875	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000233876	5.976616934	-0.030584018	0.204859677	-0.149292525	0.881322814	NA
ENSG00000233877	0	NA	NA	NA	NA	NA
ENSG00000233878	0	NA	NA	NA	NA	NA
ENSG00000233880	0	NA	NA	NA	NA	NA
ENSG00000233882	0	NA	NA	NA	NA	NA
ENSG00000233884	0	NA	NA	NA	NA	NA
ENSG00000233885	1.309697467	-0.076170264	0.092030967	-0.827659057	0.407863613	NA
ENSG00000233887	0	NA	NA	NA	NA	NA
ENSG00000233888	0	NA	NA	NA	NA	NA
ENSG00000233891	0.695761037	-0.042739059	0.069681394	-0.613349657	0.539645166	NA
ENSG00000233892	0	NA	NA	NA	NA	NA
ENSG00000233893	0.957700531	-0.069504897	0.088142801	-0.788548763	0.430375787	NA
ENSG00000233894	0	NA	NA	NA	NA	NA
ENSG00000233895	0	NA	NA	NA	NA	NA
ENSG00000233896	0	NA	NA	NA	NA	NA
ENSG00000233900	0	NA	NA	NA	NA	NA
ENSG00000233902	0	NA	NA	NA	NA	NA
ENSG00000233903	23.38580371	-0.096136703	0.281749727	-0.341213119	0.732943148	NA
ENSG00000233905	0	NA	NA	NA	NA	NA
ENSG00000233906	0	NA	NA	NA	NA	NA
ENSG00000233907	0	NA	NA	NA	NA	NA
ENSG00000233908	0	NA	NA	NA	NA	NA
ENSG00000233909	0	NA	NA	NA	NA	NA
ENSG00000233910	0	NA	NA	NA	NA	NA
ENSG00000233912	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000233913	17.25756144	-0.174285619	0.261998872	-0.665215151	0.505912891	NA
ENSG00000233915	0	NA	NA	NA	NA	NA
ENSG00000233916	0	NA	NA	NA	NA	NA
ENSG00000233917	0	NA	NA	NA	NA	NA
ENSG00000233918	0	NA	NA	NA	NA	NA
ENSG00000233919	0	NA	NA	NA	NA	NA
ENSG00000233920	0	NA	NA	NA	NA	NA
ENSG00000233921	0.66705655	-0.018441384	0.074432764	-0.24775896	0.80432091	NA
ENSG00000233922	1.585544012	0.083595848	0.116363452	0.718402953	0.472508867	NA
ENSG00000233924	0.510741085	0.037108508	0.066672008	0.55658303	0.577812351	NA
ENSG00000233926	0	NA	NA	NA	NA	NA
ENSG00000233928	0	NA	NA	NA	NA	NA
ENSG00000233929	9.139545657	-0.220184785	0.231231551	-0.952226389	0.34098218	NA
ENSG00000233930	0.609647575	0.040128959	0.067453319	0.594914526	0.551900607	NA
ENSG00000233932	0	NA	NA	NA	NA	NA
ENSG00000233933	1.177797635	0.019580501	0.102538684	0.190957213	0.848559115	NA
ENSG00000233934	0	NA	NA	NA	NA	NA
ENSG00000233936	0	NA	NA	NA	NA	NA
ENSG00000233937	27.54647159	-0.165391664	0.286848917	-0.576581099	0.56422247	NA
ENSG00000233939	0	NA	NA	NA	NA	NA
ENSG00000233940	0	NA	NA	NA	NA	NA
ENSG00000233941	0	NA	NA	NA	NA	NA
ENSG00000233942	1.125791538	0.080080694	0.094105186	0.850970039	0.394785996	NA
ENSG00000233943	0	NA	NA	NA	NA	NA
ENSG00000233944	0	NA	NA	NA	NA	NA
ENSG00000233945	0	NA	NA	NA	NA	NA
ENSG00000233946	0	NA	NA	NA	NA	NA
ENSG00000233947	0	NA	NA	NA	NA	NA
ENSG00000233951	0	NA	NA	NA	NA	NA
ENSG00000233952	0.406431717	0.035599077	0.066574226	0.534727612	0.592838225	NA
ENSG00000233953	0	NA	NA	NA	NA	NA
ENSG00000233954	50.42396404	0.204836186	0.288973167	0.708841544	0.478422814	NA
ENSG00000233955	0	NA	NA	NA	NA	NA
ENSG00000233956	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000233960	0	NA	NA	NA	NA	NA
ENSG00000233962	0	NA	NA	NA	NA	NA
ENSG00000233963	0	NA	NA	NA	NA	NA
ENSG00000233966	0	NA	NA	NA	NA	NA
ENSG00000233967	3.759438396	-0.084165791	0.15811227	-0.532316634	0.594506713	NA
ENSG00000233968	0	NA	NA	NA	NA	NA
ENSG00000233969	0	NA	NA	NA	NA	NA
ENSG00000233970	0	NA	NA	NA	NA	NA
ENSG00000233973	0	NA	NA	NA	NA	NA
ENSG00000233974	0	NA	NA	NA	NA	NA
ENSG00000233975	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000233977	0	NA	NA	NA	NA	NA
ENSG00000233978	0	NA	NA	NA	NA	NA
ENSG00000233979	0	NA	NA	NA	NA	NA
ENSG00000233980	0	NA	NA	NA	NA	NA
ENSG00000233981	0	NA	NA	NA	NA	NA
ENSG00000233983	0	NA	NA	NA	NA	NA
ENSG00000233984	1.033305411	-0.035084673	0.096874117	-0.362167673	0.717226735	NA
ENSG00000233985	0	NA	NA	NA	NA	NA
ENSG00000233987	0	NA	NA	NA	NA	NA
ENSG00000233990	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000233993	0	NA	NA	NA	NA	NA
ENSG00000233994	0	NA	NA	NA	NA	NA
ENSG00000233995	0	NA	NA	NA	NA	NA
ENSG00000233996	0	NA	NA	NA	NA	NA
ENSG00000233997	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000233998	0	NA	NA	NA	NA	NA
ENSG00000233999	0	NA	NA	NA	NA	NA
ENSG00000234001	0	NA	NA	NA	NA	NA
ENSG00000234003	0.725780185	-0.053639119	0.0778223	-0.689251269	0.490665159	NA
ENSG00000234004	1.572750983	-0.027576054	0.114032208	-0.241826888	0.808914304	NA
ENSG00000234005	0	NA	NA	NA	NA	NA
ENSG00000234006	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234008	0	NA	NA	NA	NA	NA
ENSG00000234009	9.885653258	-0.185394753	0.238689564	-0.776719139	0.437324492	NA
ENSG00000234015	0	NA	NA	NA	NA	NA
ENSG00000234016	0	NA	NA	NA	NA	NA
ENSG00000234017	0	NA	NA	NA	NA	NA
ENSG00000234019	0	NA	NA	NA	NA	NA
ENSG00000234020	0	NA	NA	NA	NA	NA
ENSG00000234021	0	NA	NA	NA	NA	NA
ENSG00000234022	0	NA	NA	NA	NA	NA
ENSG00000234025	0	NA	NA	NA	NA	NA
ENSG00000234026	0	NA	NA	NA	NA	NA
ENSG00000234028	3.506003078	0.123086426	0.167746593	0.733764088	0.463092532	NA
ENSG00000234030	0	NA	NA	NA	NA	NA
ENSG00000234031	1.266540417	-0.021893488	0.112011443	-0.195457603	0.845034725	NA
ENSG00000234033	0	NA	NA	NA	NA	NA
ENSG00000234034	0	NA	NA	NA	NA	NA
ENSG00000234036	4.426494947	-0.113257058	0.179281153	-0.631728744	0.527564142	NA
ENSG00000234039	0	NA	NA	NA	NA	NA
ENSG00000234040	1.159601729	-0.068598631	0.08754796	-0.783554875	0.433301343	NA
ENSG00000234041	0	NA	NA	NA	NA	NA
ENSG00000234042	0	NA	NA	NA	NA	NA
ENSG00000234043	0	NA	NA	NA	NA	NA
ENSG00000234044	0	NA	NA	NA	NA	NA
ENSG00000234048	0	NA	NA	NA	NA	NA
ENSG00000234050	0	NA	NA	NA	NA	NA
ENSG00000234052	0	NA	NA	NA	NA	NA
ENSG00000234055	0	NA	NA	NA	NA	NA
ENSG00000234056	0	NA	NA	NA	NA	NA
ENSG00000234059	0	NA	NA	NA	NA	NA
ENSG00000234060	0	NA	NA	NA	NA	NA
ENSG00000234061	0	NA	NA	NA	NA	NA
ENSG00000234062	9.491093619	0.124152244	0.229686709	0.54052864	0.588832515	NA
ENSG00000234064	0	NA	NA	NA	NA	NA
ENSG00000234065	0	NA	NA	NA	NA	NA
ENSG00000234066	0	NA	NA	NA	NA	NA
ENSG00000234067	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000234068	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000234069	0	NA	NA	NA	NA	NA
ENSG00000234070	0	NA	NA	NA	NA	NA
ENSG00000234071	0	NA	NA	NA	NA	NA
ENSG00000234072	2.600950691	0.068267402	0.135088151	0.505354478	0.613309885	NA
ENSG00000234073	0	NA	NA	NA	NA	NA
ENSG00000234075	0	NA	NA	NA	NA	NA
ENSG00000234076	0	NA	NA	NA	NA	NA
ENSG00000234080	6.790122414	-0.019205949	0.209505126	-0.091672929	0.926957906	NA
ENSG00000234081	0	NA	NA	NA	NA	NA
ENSG00000234083	0	NA	NA	NA	NA	NA
ENSG00000234084	0	NA	NA	NA	NA	NA
ENSG00000234085	0	NA	NA	NA	NA	NA
ENSG00000234087	0	NA	NA	NA	NA	NA
ENSG00000234088	0	NA	NA	NA	NA	NA
ENSG00000234089	0	NA	NA	NA	NA	NA
ENSG00000234091	0	NA	NA	NA	NA	NA
ENSG00000234093	6.551484531	-0.030758145	0.211763375	-0.145247711	0.884515298	NA
ENSG00000234099	0	NA	NA	NA	NA	NA
ENSG00000234102	0	NA	NA	NA	NA	NA
ENSG00000234104	0	NA	NA	NA	NA	NA
ENSG00000234105	0	NA	NA	NA	NA	NA
ENSG00000234106	1.590946889	0.083717956	0.117096797	0.71494659	0.474642047	NA
ENSG00000234107	0	NA	NA	NA	NA	NA
ENSG00000234108	0	NA	NA	NA	NA	NA
ENSG00000234109	0.261939493	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000234110	0	NA	NA	NA	NA	NA
ENSG00000234111	0	NA	NA	NA	NA	NA
ENSG00000234112	0	NA	NA	NA	NA	NA
ENSG00000234113	0	NA	NA	NA	NA	NA
ENSG00000234115	0	NA	NA	NA	NA	NA
ENSG00000234116	0	NA	NA	NA	NA	NA
ENSG00000234117	0	NA	NA	NA	NA	NA
ENSG00000234118	1.997378606	0.115431477	0.129616777	0.890559694	0.37316543	NA
ENSG00000234119	0	NA	NA	NA	NA	NA
ENSG00000234120	0	NA	NA	NA	NA	NA
ENSG00000234121	0	NA	NA	NA	NA	NA
ENSG00000234122	0	NA	NA	NA	NA	NA
ENSG00000234123	0	NA	NA	NA	NA	NA
ENSG00000234124	0	NA	NA	NA	NA	NA
ENSG00000234125	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000234129	0.465155352	-0.00132883	0.066686821	-0.019926419	0.98410207	NA
ENSG00000234130	3.611627106	0.16489907	0.170182799	0.968952621	0.332568829	NA
ENSG00000234131	0	NA	NA	NA	NA	NA
ENSG00000234132	0	NA	NA	NA	NA	NA
ENSG00000234134	1.544046496	0.006350471	0.121199998	0.052396624	0.958212664	NA
ENSG00000234135	0	NA	NA	NA	NA	NA
ENSG00000234136	0	NA	NA	NA	NA	NA
ENSG00000234139	0	NA	NA	NA	NA	NA
ENSG00000234141	0	NA	NA	NA	NA	NA
ENSG00000234142	0	NA	NA	NA	NA	NA
ENSG00000234143	0	NA	NA	NA	NA	NA
ENSG00000234144	0	NA	NA	NA	NA	NA
ENSG00000234145	4.126359872	-0.023873887	0.162003938	-0.14736609	0.882843069	NA
ENSG00000234146	0	NA	NA	NA	NA	NA
ENSG00000234147	0.638352063	0.013293839	0.073237359	0.18151718	0.855961649	NA
ENSG00000234148	0	NA	NA	NA	NA	NA
ENSG00000234149	0	NA	NA	NA	NA	NA
ENSG00000234152	0	NA	NA	NA	NA	NA
ENSG00000234155	2.732553349	-0.173493384	0.146408073	-1.184998753	0.23601794	NA
ENSG00000234156	0	NA	NA	NA	NA	NA
ENSG00000234158	0	NA	NA	NA	NA	NA
ENSG00000234159	0	NA	NA	NA	NA	NA
ENSG00000234160	6.741610187	-0.244345092	0.212606912	-1.149281034	0.250440116	NA
ENSG00000234161	0	NA	NA	NA	NA	NA
ENSG00000234162	0	NA	NA	NA	NA	NA
ENSG00000234163	0	NA	NA	NA	NA	NA
ENSG00000234165	0	NA	NA	NA	NA	NA
ENSG00000234166	0	NA	NA	NA	NA	NA
ENSG00000234167	0	NA	NA	NA	NA	NA
ENSG00000234168	0	NA	NA	NA	NA	NA
ENSG00000234169	0	NA	NA	NA	NA	NA
ENSG00000234170	0	NA	NA	NA	NA	NA
ENSG00000234171	43.64733783	0.387230215	0.289765087	1.336359115	0.181431923	NA
ENSG00000234172	0	NA	NA	NA	NA	NA
ENSG00000234173	0	NA	NA	NA	NA	NA
ENSG00000234174	0	NA	NA	NA	NA	NA
ENSG00000234175	0	NA	NA	NA	NA	NA
ENSG00000234176	26.30223356	0.084155972	0.258527644	0.325520205	0.744787393	NA
ENSG00000234177	0	NA	NA	NA	NA	NA
ENSG00000234178	0	NA	NA	NA	NA	NA
ENSG00000234179	0	NA	NA	NA	NA	NA
ENSG00000234181	0	NA	NA	NA	NA	NA
ENSG00000234182	0	NA	NA	NA	NA	NA
ENSG00000234183	16.34916416	0.044168526	0.268043093	0.164781435	0.869116017	NA
ENSG00000234184	0	NA	NA	NA	NA	NA
ENSG00000234185	0	NA	NA	NA	NA	NA
ENSG00000234186	0	NA	NA	NA	NA	NA
ENSG00000234187	0	NA	NA	NA	NA	NA
ENSG00000234189	0	NA	NA	NA	NA	NA
ENSG00000234190	0	NA	NA	NA	NA	NA
ENSG00000234191	0	NA	NA	NA	NA	NA
ENSG00000234192	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234193	0	NA	NA	NA	NA	NA
ENSG00000234197	0	NA	NA	NA	NA	NA
ENSG00000234199	2.233089996	-0.059680651	0.121553005	-0.49098458	0.623437354	NA
ENSG00000234200	0	NA	NA	NA	NA	NA
ENSG00000234201	0	NA	NA	NA	NA	NA
ENSG00000234202	0	NA	NA	NA	NA	NA
ENSG00000234203	0.695761037	-0.042739059	0.069681394	-0.613349657	0.539645166	NA
ENSG00000234204	0	NA	NA	NA	NA	NA
ENSG00000234206	0	NA	NA	NA	NA	NA
ENSG00000234207	0	NA	NA	NA	NA	NA
ENSG00000234208	0	NA	NA	NA	NA	NA
ENSG00000234210	2.965540018	0.205532226	0.145069865	1.416780986	0.156546971	NA
ENSG00000234211	0	NA	NA	NA	NA	NA
ENSG00000234213	0	NA	NA	NA	NA	NA
ENSG00000234215	0	NA	NA	NA	NA	NA
ENSG00000234217	0	NA	NA	NA	NA	NA
ENSG00000234219	0	NA	NA	NA	NA	NA
ENSG00000234222	3.034772235	0.037249613	0.142564337	0.261282825	0.793874411	NA
ENSG00000234223	0	NA	NA	NA	NA	NA
ENSG00000234224	0	NA	NA	NA	NA	NA
ENSG00000234225	0	NA	NA	NA	NA	NA
ENSG00000234226	0.818266311	0.059765234	0.081815823	0.73048503	0.46509376	NA
ENSG00000234227	0	NA	NA	NA	NA	NA
ENSG00000234228	0	NA	NA	NA	NA	NA
ENSG00000234229	0	NA	NA	NA	NA	NA
ENSG00000234230	0.406431717	0.035599077	0.066574226	0.534727612	0.592838225	NA
ENSG00000234231	0	NA	NA	NA	NA	NA
ENSG00000234232	0	NA	NA	NA	NA	NA
ENSG00000234233	0	NA	NA	NA	NA	NA
ENSG00000234234	0	NA	NA	NA	NA	NA
ENSG00000234235	0.898976896	-0.034099676	0.084673603	-0.402719088	0.68715489	NA
ENSG00000234238	0	NA	NA	NA	NA	NA
ENSG00000234239	0	NA	NA	NA	NA	NA
ENSG00000234241	2.02365441	-0.040644138	0.124926453	-0.325344532	0.74492033	NA
ENSG00000234244	0	NA	NA	NA	NA	NA
ENSG00000234247	0	NA	NA	NA	NA	NA
ENSG00000234248	0	NA	NA	NA	NA	NA
ENSG00000234252	0	NA	NA	NA	NA	NA
ENSG00000234253	2.672170181	0.01476117	0.140730702	0.104889476	0.91646351	NA
ENSG00000234255	0	NA	NA	NA	NA	NA
ENSG00000234256	0	NA	NA	NA	NA	NA
ENSG00000234257	0	NA	NA	NA	NA	NA
ENSG00000234259	0	NA	NA	NA	NA	NA
ENSG00000234261	0	NA	NA	NA	NA	NA
ENSG00000234262	0	NA	NA	NA	NA	NA
ENSG00000234263	0	NA	NA	NA	NA	NA
ENSG00000234264	9.505970458	0.468143939	0.224347012	2.08669567	0.036915653	NA
ENSG00000234265	0	NA	NA	NA	NA	NA
ENSG00000234267	0	NA	NA	NA	NA	NA
ENSG00000234269	0	NA	NA	NA	NA	NA
ENSG00000234270	0	NA	NA	NA	NA	NA
ENSG00000234271	0	NA	NA	NA	NA	NA
ENSG00000234272	0.66837121	0.011480877	0.074646367	0.153803565	0.877764623	NA
ENSG00000234273	0	NA	NA	NA	NA	NA
ENSG00000234274	0	NA	NA	NA	NA	NA
ENSG00000234275	0	NA	NA	NA	NA	NA
ENSG00000234276	0	NA	NA	NA	NA	NA
ENSG00000234277	1.033305411	-0.035084673	0.096874117	-0.362167673	0.717226735	NA
ENSG00000234278	0	NA	NA	NA	NA	NA
ENSG00000234279	0	NA	NA	NA	NA	NA
ENSG00000234281	0	NA	NA	NA	NA	NA
ENSG00000234282	0	NA	NA	NA	NA	NA
ENSG00000234283	0	NA	NA	NA	NA	NA
ENSG00000234284	10.32988798	0.212226126	0.241676374	0.878141796	0.379866773	NA
ENSG00000234285	0	NA	NA	NA	NA	NA
ENSG00000234286	0	NA	NA	NA	NA	NA
ENSG00000234287	1.920459066	0.038538429	0.125399377	0.307325519	0.758595614	NA
ENSG00000234288	0	NA	NA	NA	NA	NA
ENSG00000234289	0	NA	NA	NA	NA	NA
ENSG00000234290	0	NA	NA	NA	NA	NA
ENSG00000234292	0	NA	NA	NA	NA	NA
ENSG00000234293	0	NA	NA	NA	NA	NA
ENSG00000234296	0	NA	NA	NA	NA	NA
ENSG00000234297	5.395328972	0.068706536	0.19682406	0.3490759	0.727032329	NA
ENSG00000234300	0	NA	NA	NA	NA	NA
ENSG00000234303	0	NA	NA	NA	NA	NA
ENSG00000234304	0	NA	NA	NA	NA	NA
ENSG00000234306	0	NA	NA	NA	NA	NA
ENSG00000234308	0	NA	NA	NA	NA	NA
ENSG00000234309	0	NA	NA	NA	NA	NA
ENSG00000234311	0	NA	NA	NA	NA	NA
ENSG00000234312	0	NA	NA	NA	NA	NA
ENSG00000234315	0	NA	NA	NA	NA	NA
ENSG00000234318	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234319	0	NA	NA	NA	NA	NA
ENSG00000234320	0	NA	NA	NA	NA	NA
ENSG00000234322	0.510741085	0.037108508	0.066672008	0.55658303	0.577812351	NA
ENSG00000234323	0	NA	NA	NA	NA	NA
ENSG00000234324	0.539445572	0.002917979	0.067573295	0.043182427	0.965556113	NA
ENSG00000234325	0	NA	NA	NA	NA	NA
ENSG00000234329	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234332	0	NA	NA	NA	NA	NA
ENSG00000234333	0	NA	NA	NA	NA	NA
ENSG00000234335	0.876989946	0.023925928	0.083218863	0.287506072	0.773724854	NA
ENSG00000234336	0	NA	NA	NA	NA	NA
ENSG00000234337	4.570642297	0.116625902	0.185947492	0.627198035	0.530529431	NA
ENSG00000234338	0	NA	NA	NA	NA	NA
ENSG00000234340	0	NA	NA	NA	NA	NA
ENSG00000234345	0	NA	NA	NA	NA	NA
ENSG00000234349	0	NA	NA	NA	NA	NA
ENSG00000234350	0.307525226	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234352	13.35092797	0.075945132	0.254662564	0.298218673	0.765536271	NA
ENSG00000234353	0	NA	NA	NA	NA	NA
ENSG00000234354	2.647553911	0.017423365	0.15268286	0.114114742	0.909146836	NA
ENSG00000234355	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234356	0	NA	NA	NA	NA	NA
ENSG00000234358	0.231920346	-0.018897488	0.066403033	-0.284587731	0.775960012	NA
ENSG00000234359	0	NA	NA	NA	NA	NA
ENSG00000234360	0	NA	NA	NA	NA	NA
ENSG00000234361	0	NA	NA	NA	NA	NA
ENSG00000234362	0	NA	NA	NA	NA	NA
ENSG00000234363	0	NA	NA	NA	NA	NA
ENSG00000234367	0	NA	NA	NA	NA	NA
ENSG00000234369	2.031485971	0.069810356	0.123587224	0.564867091	0.572164169	NA
ENSG00000234371	0	NA	NA	NA	NA	NA
ENSG00000234373	0	NA	NA	NA	NA	NA
ENSG00000234376	0	NA	NA	NA	NA	NA
ENSG00000234377	0	NA	NA	NA	NA	NA
ENSG00000234378	0	NA	NA	NA	NA	NA
ENSG00000234379	0	NA	NA	NA	NA	NA
ENSG00000234380	0	NA	NA	NA	NA	NA
ENSG00000234381	0	NA	NA	NA	NA	NA
ENSG00000234382	0	NA	NA	NA	NA	NA
ENSG00000234383	0	NA	NA	NA	NA	NA
ENSG00000234384	0	NA	NA	NA	NA	NA
ENSG00000234385	0	NA	NA	NA	NA	NA
ENSG00000234386	0	NA	NA	NA	NA	NA
ENSG00000234387	0	NA	NA	NA	NA	NA
ENSG00000234388	0	NA	NA	NA	NA	NA
ENSG00000234389	0	NA	NA	NA	NA	NA
ENSG00000234390	5.654294272	0.15922819	0.196397566	0.810744214	0.417512577	NA
ENSG00000234391	0	NA	NA	NA	NA	NA
ENSG00000234393	0	NA	NA	NA	NA	NA
ENSG00000234394	0	NA	NA	NA	NA	NA
ENSG00000234396	0	NA	NA	NA	NA	NA
ENSG00000234397	0.615050453	0.039531716	0.067078078	0.589338825	0.555634005	NA
ENSG00000234398	0	NA	NA	NA	NA	NA
ENSG00000234399	0	NA	NA	NA	NA	NA
ENSG00000234402	0	NA	NA	NA	NA	NA
ENSG00000234404	0	NA	NA	NA	NA	NA
ENSG00000234405	0	NA	NA	NA	NA	NA
ENSG00000234406	0	NA	NA	NA	NA	NA
ENSG00000234409	0	NA	NA	NA	NA	NA
ENSG00000234413	0	NA	NA	NA	NA	NA
ENSG00000234414	0	NA	NA	NA	NA	NA
ENSG00000234415	0	NA	NA	NA	NA	NA
ENSG00000234418	0	NA	NA	NA	NA	NA
ENSG00000234419	0	NA	NA	NA	NA	NA
ENSG00000234420	12.12065226	0.004459999	0.248332357	0.017959798	0.985670925	NA
ENSG00000234421	0	NA	NA	NA	NA	NA
ENSG00000234422	0	NA	NA	NA	NA	NA
ENSG00000234423	0	NA	NA	NA	NA	NA
ENSG00000234424	0	NA	NA	NA	NA	NA
ENSG00000234425	0	NA	NA	NA	NA	NA
ENSG00000234426	0	NA	NA	NA	NA	NA
ENSG00000234427	0	NA	NA	NA	NA	NA
ENSG00000234428	0	NA	NA	NA	NA	NA
ENSG00000234429	0.406431717	0.035599077	0.066574226	0.534727612	0.592838225	NA
ENSG00000234431	0	NA	NA	NA	NA	NA
ENSG00000234432	8.760928044	0.09569376	0.232272313	0.411989524	0.680347102	NA
ENSG00000234435	0	NA	NA	NA	NA	NA
ENSG00000234436	0	NA	NA	NA	NA	NA
ENSG00000234438	0	NA	NA	NA	NA	NA
ENSG00000234439	0.203215858	0.01944032	0.066403033	0.292762539	0.769703664	NA
ENSG00000234441	0	NA	NA	NA	NA	NA
ENSG00000234442	0	NA	NA	NA	NA	NA
ENSG00000234445	0	NA	NA	NA	NA	NA
ENSG00000234446	0	NA	NA	NA	NA	NA
ENSG00000234448	0	NA	NA	NA	NA	NA
ENSG00000234449	0	NA	NA	NA	NA	NA
ENSG00000234450	0	NA	NA	NA	NA	NA
ENSG00000234451	0	NA	NA	NA	NA	NA
ENSG00000234452	0	NA	NA	NA	NA	NA
ENSG00000234455	0	NA	NA	NA	NA	NA
ENSG00000234456	1.080205805	0.044473601	0.098721684	0.45049476	0.652353731	NA
ENSG00000234457	0	NA	NA	NA	NA	NA
ENSG00000234458	0	NA	NA	NA	NA	NA
ENSG00000234459	0	NA	NA	NA	NA	NA
ENSG00000234460	2.571604157	0.152663572	0.13990632	1.091184239	0.275191822	NA
ENSG00000234463	0	NA	NA	NA	NA	NA
ENSG00000234464	0	NA	NA	NA	NA	NA
ENSG00000234465	0.930310704	-0.006891571	0.085901317	-0.080226601	0.936057033	NA
ENSG00000234466	0	NA	NA	NA	NA	NA
ENSG00000234467	0	NA	NA	NA	NA	NA
ENSG00000234469	0	NA	NA	NA	NA	NA
ENSG00000234471	0	NA	NA	NA	NA	NA
ENSG00000234473	0	NA	NA	NA	NA	NA
ENSG00000234474	0	NA	NA	NA	NA	NA
ENSG00000234476	4.633156976	-0.079633243	0.183385985	-0.434238437	0.664115304	NA
ENSG00000234477	2.787957917	0.08584405	0.140315996	0.611790905	0.540676108	NA
ENSG00000234478	0	NA	NA	NA	NA	NA
ENSG00000234479	0	NA	NA	NA	NA	NA
ENSG00000234480	0	NA	NA	NA	NA	NA
ENSG00000234481	0	NA	NA	NA	NA	NA
ENSG00000234484	0	NA	NA	NA	NA	NA
ENSG00000234485	0	NA	NA	NA	NA	NA
ENSG00000234488	2.113511216	0.009108205	0.137059475	0.066454398	0.947016062	NA
ENSG00000234489	0	NA	NA	NA	NA	NA
ENSG00000234491	0	NA	NA	NA	NA	NA
ENSG00000234492	1.003286264	-0.027772271	0.088304284	-0.3145065	0.753136381	NA
ENSG00000234493	0	NA	NA	NA	NA	NA
ENSG00000234494	15.19432326	0.141425349	0.261436777	0.540954303	0.58853908	NA
ENSG00000234496	0	NA	NA	NA	NA	NA
ENSG00000234497	0	NA	NA	NA	NA	NA
ENSG00000234498	18.60421053	-0.131082556	0.265293592	-0.494103738	0.621232918	NA
ENSG00000234500	0	NA	NA	NA	NA	NA
ENSG00000234502	0	NA	NA	NA	NA	NA
ENSG00000234503	0	NA	NA	NA	NA	NA
ENSG00000234504	0	NA	NA	NA	NA	NA
ENSG00000234506	0	NA	NA	NA	NA	NA
ENSG00000234509	0	NA	NA	NA	NA	NA
ENSG00000234511	0	NA	NA	NA	NA	NA
ENSG00000234512	0	NA	NA	NA	NA	NA
ENSG00000234513	5.034827862	-0.101865735	0.193328762	-0.526904194	0.598260122	NA
ENSG00000234515	0	NA	NA	NA	NA	NA
ENSG00000234518	0	NA	NA	NA	NA	NA
ENSG00000234519	0	NA	NA	NA	NA	NA
ENSG00000234520	0	NA	NA	NA	NA	NA
ENSG00000234521	0	NA	NA	NA	NA	NA
ENSG00000234522	0	NA	NA	NA	NA	NA
ENSG00000234523	0	NA	NA	NA	NA	NA
ENSG00000234524	0	NA	NA	NA	NA	NA
